Name,Knockdown,Significant_Strikes_Landed,Significant_Strikes_Attempted,Significant_Strike_%,Total_Strikes_Landed,Total_Strikes_Attempted,Takedowns_Landed,Takedowns_Attempted,Takedowns_Percent,Submission_Attempts,REV,Control_Time,Head_Landed,Head_Attempted,Body_Landed,Body_Attempted,Leg_Landed,Leg_Attempted,Distance_Landed,Distance_Attempted,Clinch_Landed,Clinch_Attempted,Ground_Landed,Ground_Attempted,Winner
Loik Radzhabov,1,39,90,43%,57,115,4,5,80%,0,0,87,33,72,6,15,0,3,18,63,2,2,19,25,W
Brandon Moreno,0,112,211,53%,119,219,3,5,60%,0,0,174,48,127,37,51,27,33,103,191,7,17,2,3,L
Brandon Royval,0,145,510,28%,177,556,1,2,50%,0,0,35,97,437,38,54,10,19,142,504,3,6,0,0,W
Yair Rodriguez,1,55,115,47%,64,135,0,1,0%,0,0,92,36,91,11,15,8,9,34,86,9,12,12,17,L
Brian Ortega,0,28,73,38%,47,104,3,6,50%,1,0,321,26,69,2,4,0,0,13,50,2,3,13,20,W
Daniel Zellhuber,0,120,272,44%,120,272,0,0,---,0,0,5,87,228,25,36,8,8,117,268,3,4,0,0,W
Francisco Prado,0,90,246,36%,91,249,0,0,---,0,0,25,30,155,26,47,34,44,88,244,2,2,0,0,L
Yazmin Jauregui,0,94,269,34%,97,272,0,0,---,0,0,0,52,197,24,42,18,30,84,253,10,16,0,0,W
Sam Hughes,0,83,197,42%,88,206,0,6,0%,0,0,17,40,143,17,24,26,30,80,190,3,7,0,0,L
Manuel Torres,0,3,5,60%,5,7,2,2,100%,1,0,42,2,4,1,1,0,0,0,2,2,2,1,1,W
Chris Duncan,0,1,2,50%,1,2,1,3,33%,0,0,40,1,2,0,0,0,0,1,2,0,0,0,0,L
Cristian Quinonez,0,29,82,35%,43,99,2,7,28%,0,0,193,17,67,3,6,9,9,26,75,3,7,0,0,L
Raoni Barcelos,0,43,74,58%,48,81,2,12,16%,2,0,62,26,54,5,7,12,13,38,68,4,5,1,1,W
Jesus Aguilar,0,19,36,52%,38,62,1,4,25%,1,1,291,10,24,4,4,5,8,11,21,4,5,4,10,W
Mateus Mendonca,0,18,40,45%,43,90,4,8,50%,1,0,524,15,35,3,4,0,1,7,21,2,2,9,17,L
Edgar Chairez,0,9,15,60%,9,15,0,0,---,1,0,0,3,7,2,4,4,4,8,14,0,0,1,1,W
Daniel Lacerda,0,4,17,23%,7,22,1,1,100%,0,0,41,2,9,2,7,0,1,2,12,0,0,2,5,L
Claudio Puelles,0,4,9,44%,17,27,7,13,53%,0,0,434,1,5,3,4,0,0,3,8,1,1,0,0,L
Fares Ziam,0,31,48,64%,58,82,0,0,---,1,2,270,23,38,6,7,2,3,5,15,2,3,24,30,W
Ronaldo Rodriguez,0,31,69,44%,50,93,0,0,---,1,3,176,19,55,7,9,5,5,13,43,5,7,13,19,W
Denys Bondar,0,41,63,65%,46,77,4,6,66%,0,1,172,22,39,8,13,11,11,32,51,3,4,6,8,L
Victor Altamirano,0,40,74,54%,52,97,9,11,81%,0,0,302,7,33,23,31,10,10,29,62,10,10,1,2,L
Felipe dos Santos,0,37,87,42%,62,120,0,0,---,1,0,51,24,66,8,16,5,5,31,73,5,11,1,3,W
Erik Silva,0,0,1,0%,0,1,0,0,---,0,0,13,0,0,0,0,0,1,0,1,0,0,0,0,L
Muhammad Naimov,0,1,2,50%,3,4,1,1,100%,0,0,11,1,2,0,0,0,0,1,2,0,0,0,0,W
Alexander Volkanovski,0,47,107,43%,47,107,0,0,---,0,0,0,21,68,11,22,15,17,44,102,3,5,0,0,L
Ilia Topuria,1,35,77,45%,36,78,0,0,---,0,0,3,17,53,12,16,6,8,28,70,4,4,3,3,W
Robert Whittaker,0,95,175,54%,95,175,0,1,0%,0,0,0,63,143,4,4,28,28,95,172,0,3,0,0,W
Paulo Costa,0,67,151,44%,67,151,0,0,---,0,0,0,39,117,8,12,20,22,67,151,0,0,0,0,L
Geoff Neal,0,46,89,51%,57,102,0,0,---,0,0,225,25,64,10,13,11,12,38,79,8,10,0,0,L
Ian Machado Garry,0,67,135,49%,80,148,0,0,---,0,0,12,39,96,18,27,10,12,65,133,2,2,0,0,W
Merab Dvalishvili,0,74,172,43%,167,273,5,11,45%,1,0,263,44,128,20,34,10,10,51,134,13,24,10,14,W
Henry Cejudo,0,29,78,37%,54,106,1,7,14%,0,0,125,13,54,5,11,11,13,24,68,5,10,0,0,L
Anthony Hernandez,0,34,77,44%,39,82,3,14,21%,2,0,245,28,68,4,6,2,3,24,65,8,10,2,2,W
Roman Kopylov,0,35,57,61%,41,63,0,0,---,0,0,0,21,43,8,8,6,6,34,56,1,1,0,0,L
Amanda Lemos,1,41,80,51%,47,86,2,2,100%,0,0,242,26,62,8,10,7,8,24,56,1,2,16,22,W
Mackenzie Dern,0,21,54,38%,50,85,1,3,33%,0,2,360,21,51,0,2,0,1,13,42,0,1,8,11,L
Marcos Rogerio de Lima,1,33,46,71%,63,78,1,3,33%,0,0,206,19,31,2,2,12,13,22,32,1,1,10,13,W
Junior Tafa,0,11,27,40%,17,33,0,0,---,0,0,0,9,24,1,2,1,1,10,26,0,0,1,1,L
Rinya Nakamura,0,38,70,54%,73,114,3,3,100%,0,0,783,30,61,6,7,2,2,7,9,1,1,30,60,W
Carlos Vera,0,12,25,48%,55,79,0,0,---,0,0,0,7,19,1,2,4,4,6,15,1,2,5,8,L
Zhang Mingyang,1,17,28,60%,17,28,0,0,---,0,0,2,13,19,2,5,2,4,14,25,0,0,3,3,W
Brendson Ribeiro,0,14,31,45%,14,31,0,0,---,0,0,0,14,31,0,0,0,0,14,31,0,0,0,0,L
Josh Quinlan,0,39,90,43%,39,90,0,1,0%,0,0,0,22,68,14,18,3,4,39,90,0,0,0,0,L
Danny Barlow,1,95,185,51%,96,186,0,0,---,0,0,13,77,161,13,18,5,6,88,175,1,2,6,8,W
Oban Elliott,0,70,111,63%,136,188,3,5,60%,0,0,538,60,96,7,11,3,4,33,65,3,3,34,43,W
Val Woodburn,1,23,61,37%,30,70,2,2,100%,0,1,116,19,55,2,4,2,2,15,46,5,10,3,5,L
Andrea Lee,0,36,102,35%,59,126,2,3,66%,1,0,42,14,72,13,19,9,11,32,96,3,3,1,3,L
Miranda Maverick,0,66,136,48%,106,180,3,8,37%,0,0,185,28,89,16,25,22,22,60,128,6,8,0,0,W
Jack Hermansson,0,121,235,51%,188,327,1,2,50%,0,0,188,74,174,15,23,32,38,111,219,5,6,5,10,W
Joe Pyfer,0,92,250,36%,95,254,0,6,0%,0,0,50,56,196,25,34,11,20,92,250,0,0,0,0,L
Dan Ige,1,11,19,57%,11,19,0,0,---,0,0,1,4,11,2,3,5,5,10,18,0,0,1,1,W
Andre Fili,0,8,33,24%,8,33,0,0,---,0,0,0,7,28,1,5,0,0,8,33,0,0,0,0,L
Robert Bryczek,0,32,133,24%,41,143,0,0,---,0,0,30,19,103,10,24,3,6,30,127,2,6,0,0,L
Ihor Potieria,1,67,168,39%,77,181,0,4,0%,0,0,157,47,139,5,12,15,17,61,156,6,12,0,0,W
Brad Tavares,0,37,84,44%,42,90,0,0,---,0,0,0,28,70,4,9,5,5,36,83,1,1,0,0,L
Gregory Rodrigues,0,71,123,57%,79,135,2,6,33%,0,0,198,53,102,8,9,10,12,64,114,7,9,0,0,W
Michael Johnson,0,61,112,54%,80,138,4,8,50%,0,0,362,16,47,36,52,9,13,58,109,0,0,3,3,W
Darrius Flowers,0,33,64,51%,52,86,0,2,0%,0,0,43,10,31,9,12,14,21,29,60,1,1,3,3,L
Rodolfo Vieira,0,6,11,54%,14,21,3,3,100%,1,0,166,4,6,0,2,2,3,6,11,0,0,0,0,W
Armen Petrosyan,0,9,20,45%,14,25,0,0,---,0,0,0,1,10,1,3,7,7,9,20,0,0,0,0,L
Trevin Giles,0,68,102,66%,70,105,0,2,0%,0,0,88,25,51,2,2,41,49,67,100,1,2,0,0,L
Carlos Prates,1,37,72,51%,38,73,0,0,---,0,0,0,3,24,18,26,16,22,37,72,0,0,0,0,W
Bolaji Oki,0,60,152,39%,61,157,1,1,100%,0,0,109,51,139,5,8,4,5,58,145,1,4,1,3,W
Timmy Cuamba,0,33,94,35%,35,96,1,6,16%,0,0,115,20,67,8,14,5,13,26,86,5,6,2,2,L
Loma Lookboonmee,0,58,112,51%,73,131,1,2,50%,0,0,55,15,52,29,38,14,22,47,98,11,14,0,0,W
Bruna Brasil,0,28,63,44%,52,99,1,2,50%,0,0,149,9,39,12,16,7,8,22,55,6,8,0,0,L
Devin Clark,0,53,127,41%,53,127,0,2,0%,0,0,14,36,106,13,16,4,5,49,120,4,7,0,0,L
Marcin Prachnio,0,101,189,53%,112,204,1,1,100%,0,0,44,42,113,37,51,22,25,78,156,23,33,0,0,W
Max Griffin,0,26,53,49%,36,65,1,2,50%,0,0,100,21,48,4,4,1,1,24,51,2,2,0,0,W
Jeremiah Wells,0,32,86,37%,43,97,1,2,50%,0,0,100,27,76,5,7,0,3,32,85,0,1,0,0,L
Zac Pauga,0,17,26,65%,19,28,0,2,0%,0,0,64,7,13,2,5,8,8,14,22,3,4,0,0,L
Bogdan Guskov,1,10,29,34%,25,44,0,0,---,0,0,4,10,29,0,0,0,0,10,29,0,0,0,0,W
Fernie Garcia,0,26,79,32%,31,87,0,0,---,0,1,56,22,75,3,3,1,1,25,78,1,1,0,0,L
Hyder Amil,1,79,144,54%,109,194,1,3,33%,2,1,140,60,121,14,17,5,6,58,109,3,9,18,26,W
Daniel Marcos,0,81,126,64%,84,129,0,0,---,0,0,28,50,84,12,19,19,23,69,113,5,6,7,7,NC
Aoriqileng,0,45,95,47%,45,96,0,0,---,0,0,38,26,71,10,12,9,12,43,93,2,2,0,0,NC
Daniel Marcos,0,81,126,64%,84,129,0,0,---,0,0,28,50,84,12,19,19,23,69,113,5,6,7,7,NC
Aoriqileng,0,45,95,47%,45,96,0,0,---,0,0,38,26,71,10,12,9,12,43,93,2,2,0,0,NC
Roman Dolidze,0,34,152,22%,59,190,0,4,0%,0,1,611,14,113,8,13,12,26,32,145,2,7,0,0,L
Nassourdine Imavov,1,112,189,59%,154,248,0,0,---,1,0,232,71,132,24,38,17,19,67,129,13,16,32,44,W
Renato Moicano,0,23,42,54%,142,177,3,6,50%,0,0,633,20,39,2,2,1,1,10,27,1,2,12,13,W
Drew Dober,0,23,59,38%,36,73,1,2,50%,0,0,62,17,50,4,7,2,2,19,52,1,1,3,6,L
Randy Brown,1,13,46,28%,13,46,0,0,---,0,0,3,6,33,1,5,6,8,12,45,0,0,1,1,W
Muslim Salikhov,0,10,22,45%,10,22,0,0,---,0,0,0,0,9,1,2,9,11,10,22,0,0,0,0,L
Viviane Araujo,0,26,67,38%,63,110,1,9,11%,0,0,361,20,58,1,3,5,6,25,66,1,1,0,0,L
Natalia Silva,0,38,128,29%,65,157,0,1,0%,0,0,0,24,103,8,16,6,9,38,128,0,0,0,0,W
Aliaskhab Khizriev,0,1,2,50%,1,2,0,0,---,0,0,0,0,1,1,1,0,0,1,2,0,0,0,0,NC
Makhmud Muradov,0,1,1,100%,1,1,0,0,---,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,NC
Aliaskhab Khizriev,0,1,2,50%,1,2,0,0,---,0,0,0,0,1,1,1,0,0,1,2,0,0,0,0,NC
Makhmud Muradov,0,1,1,100%,1,1,0,0,---,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,NC
Gilbert Urbina,0,16,38,42%,16,38,0,1,0%,0,0,5,4,17,6,10,6,11,16,38,0,0,0,0,L
Charles Radtke,2,30,47,63%,33,51,0,0,---,0,0,8,23,40,0,0,7,7,27,43,0,0,3,4,W
Molly McCann,0,42,91,46%,43,92,2,2,100%,1,0,68,27,71,14,19,1,1,34,76,2,4,6,11,W
Diana Belbita,0,29,77,37%,29,77,0,0,---,0,0,0,9,46,13,23,7,8,24,72,5,5,0,0,L
Azat Maksum,1,38,163,23%,40,166,2,7,28%,1,1,149,25,142,6,11,7,10,36,160,2,3,0,0,L
Charles Johnson,0,76,140,54%,81,149,2,6,33%,3,0,47,29,76,20,27,27,37,66,127,7,9,3,4,W
Themba Gorimbo,1,12,18,66%,12,18,0,1,0%,0,0,5,10,16,1,1,1,1,3,6,2,2,7,10,W
Pete Rodriguez,0,0,5,0%,0,5,0,0,---,0,0,0,0,3,0,1,0,1,0,5,0,0,0,0,L
JeongYeong Lee,0,49,82,59%,75,121,2,3,66%,0,0,269,33,62,14,18,2,2,21,40,11,11,17,31,W
Blake Bilder,0,19,54,35%,36,77,0,3,0%,0,0,318,3,27,2,5,14,22,8,40,10,13,1,1,L
Luana Carolina,0,66,136,48%,138,230,2,3,66%,0,0,327,41,96,15,26,10,14,28,75,13,20,25,41,W
Julija Stoliarenko,0,16,59,27%,21,68,1,5,20%,3,0,227,7,40,6,10,3,9,11,51,5,8,0,0,L
Landon Quinones,0,55,149,36%,78,176,1,3,33%,0,0,124,41,115,11,26,3,8,54,145,1,4,0,0,L
MarQuel Mederos,0,60,146,41%,74,165,0,5,0%,0,0,253,28,103,18,26,14,17,55,141,5,5,0,0,W
Thomas Petersen,0,58,86,67%,116,153,1,6,16%,0,0,167,26,50,30,34,2,2,54,81,4,5,0,0,L
Jamal Pogues,0,65,124,52%,66,125,0,0,---,0,0,4,43,94,15,23,7,7,56,111,9,13,0,0,W
Sean Strickland,0,173,408,42%,183,419,0,0,---,0,0,0,157,387,10,15,6,6,173,408,0,0,0,0,L
Dricus Du Plessis,0,137,354,38%,140,358,6,11,54%,0,0,128,81,283,32,37,24,34,134,348,3,5,0,1,W
Raquel Pennington,0,134,201,66%,265,342,1,3,33%,2,2,688,91,156,32,34,11,11,54,110,38,43,42,48,W
Mayra Bueno Silva,0,69,88,78%,96,118,3,9,33%,3,0,538,32,44,26,30,11,14,28,45,38,40,3,3,L
Neil Magny,0,57,102,55%,110,159,1,2,50%,0,0,107,52,95,3,3,2,4,13,44,0,2,44,56,W
Mike Malott,0,45,67,67%,100,128,4,6,66%,0,0,362,19,40,4,4,22,23,30,49,0,0,15,18,L
Chris Curtis,0,140,258,54%,144,262,0,0,---,0,0,0,101,210,35,44,4,4,116,230,24,28,0,0,W
Marc-Andre Barriault,0,122,243,50%,124,245,0,0,---,0,0,0,77,189,33,42,12,12,105,218,17,25,0,0,L
Arnold Allen,0,59,140,42%,61,143,0,0,---,1,0,3,41,115,17,24,1,1,46,124,9,12,4,4,L
Movsar Evloev,0,51,118,43%,72,141,5,17,29%,0,0,211,35,101,12,13,4,4,45,110,5,7,1,1,W
Brad Katona,0,64,155,41%,76,172,4,9,44%,0,0,275,49,138,8,9,7,8,46,126,17,28,1,1,L
Garrett Armfield,0,105,168,62%,130,193,0,1,0%,0,0,0,74,131,21,27,10,10,99,162,6,6,0,0,W
Charles Jourdain,0,60,156,38%,78,175,0,4,0%,1,0,118,19,98,20,32,21,26,52,147,8,9,0,0,L
Sean Woodson,0,80,168,47%,102,193,1,3,33%,0,0,39,59,143,10,13,11,12,70,156,8,9,2,3,W
Serhiy Sidey,0,79,226,34%,81,229,0,4,0%,0,0,24,51,181,20,36,8,9,73,218,6,8,0,0,L
Ramon Taveras,1,62,147,42%,62,148,0,0,---,0,0,6,48,131,8,10,6,6,60,144,1,1,1,2,W
Gillian Robertson,0,23,39,58%,49,91,2,2,100%,1,0,366,20,35,0,0,3,4,5,13,0,0,18,26,W
Polyana Viana,0,12,41,29%,33,66,0,0,---,0,0,27,10,37,2,3,0,1,9,37,0,0,3,4,L
Yohan Lainesse,0,1,9,11%,1,9,0,0,---,0,0,5,1,8,0,0,0,1,1,9,0,0,0,0,L
Sam Patterson,0,5,10,50%,5,10,1,1,100%,1,0,41,5,10,0,0,0,0,5,10,0,0,0,0,W
Jasmine Jasudavicius,1,93,120,77%,326,398,2,5,40%,3,0,685,84,109,6,8,3,3,23,34,2,3,68,83,W
Priscila Cachoeira,0,24,50,48%,26,52,0,0,---,0,0,5,19,44,3,4,2,2,20,45,0,0,4,5,L
Malcolm Gordon,0,37,70,52%,74,116,1,1,100%,1,0,253,35,67,2,3,0,0,18,41,5,5,14,24,L
Jimmy Flick,0,3,7,42%,7,11,1,4,25%,4,0,67,2,5,0,1,1,1,3,7,0,0,0,0,W
Magomed Ankalaev,1,39,58,67%,39,58,0,0,---,0,0,5,8,22,6,7,25,29,38,57,0,0,1,1,W
Johnny Walker,0,24,71,33%,26,73,0,0,---,0,0,0,2,34,3,6,19,31,24,71,0,0,0,0,L
Jim Miller,0,80,140,57%,96,157,2,2,100%,1,0,235,50,108,10,12,20,20,67,125,5,7,8,8,W
Gabriel Benitez,0,80,182,43%,84,188,0,0,---,0,0,1,51,145,13,21,16,16,79,181,1,1,0,0,L
Ricky Simon,0,45,108,41%,52,115,2,13,15%,0,0,180,33,95,4,4,8,9,44,106,1,2,0,0,L
Mario Bautista,0,112,270,41%,118,276,0,3,0%,0,0,14,76,219,31,42,5,9,110,266,2,3,0,1,W
Phil Hawes,0,13,27,48%,13,28,0,1,0%,0,0,0,8,18,4,7,1,2,12,24,1,3,0,0,L
Brunno Ferreira,1,19,43,44%,24,49,1,4,25%,0,0,97,18,38,0,4,1,1,15,33,0,3,4,7,W
Andrei Arlovski,0,58,127,45%,58,127,0,0,---,0,0,0,13,63,22,40,23,24,58,127,0,0,0,0,L
Waldo Cortes-Acosta,0,49,136,36%,50,137,0,0,---,0,0,0,24,97,11,19,14,20,46,131,3,5,0,0,W
Matthew Semelsberger,0,28,69,40%,33,77,1,2,50%,2,0,188,18,55,4,8,6,6,23,60,3,7,2,2,L
Preston Parsons,0,47,87,54%,116,165,7,11,63%,2,1,386,25,62,9,11,13,14,25,59,11,13,11,15,W
Marcus McGhee,1,65,123,52%,74,134,1,3,33%,0,0,107,57,114,7,8,1,1,52,108,3,4,10,11,W
Gaston Bolanos,0,28,81,34%,28,82,0,0,---,0,0,4,14,57,7,14,7,10,28,81,0,0,0,0,L
Farid Basharat,0,42,100,42%,55,116,5,16,31%,1,0,418,14,53,7,19,21,28,39,92,2,5,1,3,W
Taylor Lapilus,0,40,93,43%,41,94,0,0,---,0,0,2,24,67,11,16,5,10,34,86,2,3,4,4,L
Westin Wilson,0,11,36,30%,11,36,0,3,0%,0,0,4,8,28,0,5,3,3,11,35,0,1,0,0,L
Jean Silva,1,25,36,69%,25,36,1,1,100%,0,0,8,24,32,1,4,0,0,23,34,2,2,0,0,W
Nikolas Motta,1,21,40,52%,21,40,0,0,---,0,0,9,19,35,2,5,0,0,8,19,0,1,13,20,W
Tom Nolan,0,12,20,60%,12,20,0,0,---,0,0,0,5,13,5,5,2,2,11,18,1,2,0,0,L
Joshua Van,1,83,141,58%,154,222,1,1,100%,0,0,74,63,116,15,19,5,6,61,115,9,11,13,15,W
Felipe Bunes,0,50,91,54%,57,101,2,6,33%,0,0,122,29,64,11,16,10,11,49,90,1,1,0,0,L
Leon Edwards,0,57,108,52%,65,116,2,3,66%,2,1,87,21,62,14,21,22,25,56,107,0,0,1,1,W
Colby Covington,0,44,126,34%,109,194,2,10,20%,0,0,304,20,86,7,12,17,28,44,125,0,1,0,0,L
Alexandre Pantoja,0,95,156,60%,126,195,8,14,57%,1,0,951,49,101,22,30,24,25,74,130,5,6,16,20,W
Brandon Royval,0,111,204,54%,281,390,0,1,0%,0,2,47,102,193,7,9,2,2,91,177,5,6,15,21,L
Shavkat Rakhmonov,0,28,36,77%,73,88,1,5,20%,2,0,465,24,31,4,5,0,0,5,8,10,15,13,13,W
Stephen Thompson,0,16,25,64%,26,37,0,0,---,0,0,0,6,15,7,7,3,3,13,22,1,1,2,2,L
Tony Ferguson,0,62,105,59%,90,134,0,0,---,0,0,0,35,66,23,35,4,4,51,91,0,0,11,14,L
Paddy Pimblett,1,106,165,64%,151,217,1,4,25%,0,0,533,73,127,13,17,20,21,66,109,0,0,40,56,W
Josh Emmett,1,2,10,20%,2,10,0,0,---,0,0,0,1,4,1,5,0,1,2,10,0,0,0,0,W
Bryce Mitchell,0,0,3,0%,0,3,0,0,---,0,0,0,0,1,0,0,0,2,0,3,0,0,0,0,L
Alonzo Menifield,1,68,117,58%,95,145,1,2,50%,0,0,123,58,104,2,4,8,9,51,94,14,20,3,3,W
Dustin Jacoby,0,93,150,62%,113,171,0,0,---,0,0,128,69,122,15,18,9,10,78,135,15,15,0,0,L
Irene Aldana,0,145,308,47%,145,308,0,0,---,0,0,0,122,276,20,28,3,4,145,308,0,0,0,0,W
Karol Rosa,0,204,350,58%,204,350,0,1,0%,0,0,0,103,237,6,11,95,102,204,349,0,1,0,0,L
Cody Garbrandt,1,20,41,48%,21,42,0,0,---,0,0,19,16,37,2,2,2,2,16,35,4,6,0,0,W
Brian Kelleher,0,17,25,68%,21,29,0,1,0%,0,0,36,9,13,1,3,7,9,17,24,0,1,0,0,L
Casey O'Neill,0,31,74,41%,32,75,0,2,0%,0,0,20,17,57,3,3,11,14,29,72,2,2,0,0,L
Ariane da Silva,0,64,127,50%,86,152,1,1,100%,1,0,58,45,106,16,18,3,3,37,95,9,11,18,21,W
Tagir Ulanbekov,1,24,41,58%,45,63,2,2,100%,5,1,363,19,35,4,5,1,1,15,32,5,5,4,4,W
Cody Durden,0,32,43,74%,55,67,0,0,---,0,0,36,22,31,3,3,7,9,24,34,3,4,5,5,L
Andre Fili,1,20,36,55%,25,42,0,0,---,0,0,15,16,29,3,6,1,1,8,21,0,0,12,15,W
Lucas Almeida,0,10,25,40%,10,25,0,0,---,0,0,0,1,11,0,1,9,13,10,25,0,0,0,0,L
Martin Buday,0,8,20,40%,13,26,0,2,0%,0,0,20,8,19,0,1,0,0,8,17,0,3,0,0,L
Shamil Gaziev,0,49,98,50%,60,114,0,0,---,0,0,138,35,79,14,19,0,0,35,73,5,10,9,15,W
Song Yadong,0,77,165,46%,160,283,2,3,66%,0,0,661,35,100,12,20,30,45,49,127,4,6,24,32,W
Chris Gutierrez,0,87,145,60%,105,165,0,2,0%,0,0,0,8,39,3,15,76,91,87,145,0,0,0,0,L
Anthony Smith,0,47,84,55%,52,89,0,2,0%,0,0,11,27,62,14,16,6,6,46,83,1,1,0,0,L
Khalil Rountree Jr.,1,53,114,46%,56,118,0,0,---,0,0,58,33,94,14,14,6,6,51,109,1,3,1,2,W
Nasrat Haqparast,2,16,29,55%,18,31,0,0,---,0,0,5,14,27,2,2,0,0,4,13,6,8,6,8,W
Jamie Mullarkey,0,8,23,34%,8,23,0,0,---,0,0,0,3,16,2,4,3,3,8,23,0,0,0,0,L
Tim Elliott,0,10,21,47%,26,37,1,3,33%,1,0,125,6,13,0,1,4,7,8,18,2,2,0,1,W
Sumudaerji,0,10,25,40%,10,25,0,0,---,0,0,0,6,19,3,4,1,2,10,25,0,0,0,0,L
JunYong Park,0,27,60,45%,52,96,0,0,---,0,2,178,21,54,3,3,3,3,11,25,0,0,16,35,L
Andre Muniz,0,14,30,46%,35,60,11,14,78%,0,1,574,10,25,3,4,1,1,13,29,0,0,1,1,W
Song Kenan,0,62,156,39%,88,188,0,1,0%,0,0,0,43,128,8,10,11,18,55,145,7,11,0,0,L
Kevin Jousset,0,134,235,57%,158,263,1,2,50%,0,0,86,78,171,15,20,41,44,121,219,13,16,0,0,W
HyunSung Park,2,50,124,40%,65,154,0,1,0%,0,0,201,33,101,11,15,6,8,36,88,6,14,8,22,W
Shannon Ross,0,47,115,40%,61,135,0,0,---,0,0,0,25,88,9,12,13,15,46,107,1,8,0,0,L
Steve Garcia,1,29,49,59%,41,66,0,0,---,1,0,46,26,45,2,3,1,1,4,10,3,8,22,31,W
Melquizael Costa,0,6,10,60%,20,25,2,10,20%,0,0,281,1,5,2,2,3,3,2,3,4,7,0,0,L
Luana Santos,0,53,104,50%,97,161,2,4,50%,0,0,464,20,61,22,29,11,14,50,95,3,9,0,0,W
Stephanie Egger,0,44,115,38%,112,193,1,1,100%,0,0,66,31,97,13,17,0,1,29,96,15,19,0,0,L
Tatsuro Taira,1,33,43,76%,44,60,0,0,---,0,0,216,30,40,1,1,2,2,7,8,0,1,26,34,W
Carlos Hernandez,0,2,4,50%,2,4,0,2,0%,0,0,53,2,4,0,0,0,0,2,4,0,0,0,0,L
Rayanne dos Santos,0,57,130,43%,80,156,0,1,0%,0,0,14,41,104,11,17,5,9,45,117,11,12,1,1,L
Talita Alencar,0,36,157,22%,48,176,1,9,11%,0,0,164,21,125,12,25,3,7,21,133,8,12,7,12,W
Beneil Dariush,0,2,8,25%,2,8,0,0,---,0,0,0,0,5,0,1,2,2,2,8,0,0,0,0,L
Arman Tsarukyan,1,8,15,53%,8,15,0,0,---,0,0,3,8,15,0,0,0,0,4,10,2,2,2,3,W
Jalin Turner,1,33,60,55%,33,60,0,0,---,0,0,12,26,48,2,4,5,8,18,41,0,0,15,19,W
Bobby Green,0,15,26,57%,15,26,0,0,---,0,0,2,5,14,3,4,7,8,14,24,1,2,0,0,L
Rob Font,0,46,94,48%,48,96,0,2,0%,0,0,22,39,85,5,6,2,3,44,92,2,2,0,0,L
Deiveson Figueiredo,0,45,74,60%,53,84,4,7,57%,0,0,242,35,64,7,7,3,3,33,60,6,7,6,7,W
Sean Brady,0,14,24,58%,97,130,5,5,100%,3,0,546,8,16,1,2,5,6,7,15,1,1,6,8,W
Kelvin Gastelum,0,18,32,56%,21,35,0,0,---,0,1,19,7,19,7,8,4,5,13,23,4,5,1,4,L
Clay Guida,0,43,134,32%,63,155,2,11,18%,0,0,263,19,103,14,20,10,11,36,127,7,7,0,0,L
Joaquim Silva,0,46,91,50%,85,141,2,3,66%,2,0,155,33,72,9,15,4,4,28,64,15,19,3,8,W
Punahele Soriano,0,31,73,42%,33,76,0,0,---,0,0,0,18,56,9,11,4,6,30,72,1,1,0,0,L
Dustin Stoltzfus,1,64,123,52%,78,140,4,7,57%,1,0,132,24,79,23,27,17,17,60,116,4,7,0,0,W
Miesha Tate,0,32,37,86%,127,152,4,5,80%,1,0,655,31,35,1,1,0,1,5,8,0,0,27,29,W
Julia Avila,0,3,11,27%,11,21,0,0,---,0,0,0,3,11,0,0,0,0,3,11,0,0,0,0,L
Zach Reese,0,4,5,80%,10,12,0,0,---,1,0,0,3,4,0,0,1,1,1,2,1,1,2,2,L
Cody Brundage,0,9,12,75%,12,16,1,1,100%,0,0,85,7,10,1,1,1,1,4,4,0,0,5,8,W
Drakkar Klose,0,2,2,100%,8,9,0,0,---,0,1,40,1,1,0,0,1,1,1,1,0,0,1,1,W
Joe Solecki,0,1,1,100%,9,13,1,2,50%,0,0,53,1,1,0,0,0,0,1,1,0,0,0,0,L
Rodolfo Bellato,0,80,131,61%,99,160,1,4,25%,0,0,169,70,116,9,12,1,3,18,46,11,14,51,71,W
Ihor Potieria,1,73,127,57%,92,153,0,0,---,0,0,101,58,111,9,10,6,6,38,73,12,21,23,33,L
Wellington Turman,0,37,57,64%,46,73,1,1,100%,0,0,100,27,47,2,2,8,8,32,49,2,2,3,6,L
Jared Gooden,0,53,83,63%,62,95,1,1,100%,1,0,31,33,59,14,18,6,6,43,72,1,1,9,10,W
Veronica Hardy,0,43,101,42%,61,122,1,2,50%,0,0,94,29,86,11,11,3,4,30,81,13,20,0,0,W
Jamey-Lyn Horth,0,43,87,49%,74,125,1,3,33%,0,0,239,16,49,20,26,7,12,23,59,20,28,0,0,L
Brendan Allen,0,32,43,74%,52,64,2,2,100%,2,0,478,26,37,3,3,3,3,12,17,1,2,19,24,W
Paul Craig,0,6,14,42%,13,21,0,2,0%,1,0,34,3,10,1,1,2,3,6,13,0,0,0,1,L
Michael Morales,0,84,208,40%,84,208,0,1,0%,0,0,7,45,157,12,17,27,34,80,197,4,11,0,0,W
